BK01
  5.0000
7
365
0
0
      0.0000      5.0000    1.000000     81.7100
      5.0000      5.0000    1.000000     71.9900
     10.0000      5.0000    1.000000     69.2500
     15.0000      5.0000    1.000000     59.9500
     20.0000      5.0000    1.000000     62.7300
     25.0000      5.0000    1.000000     55.7100
     30.0000      5.0000    1.000000     48.4200
     35.0000      5.0000    1.000000     51.9900
     40.0000      5.0000    1.000000     46.9600
     45.0000      5.0000    1.000000     52.7900
     50.0000      5.0000    1.000000     53.3700
     55.0000      5.0000    1.000000     54.1100
     60.0000      5.0000    1.000000     58.4700
     65.0000      5.0000    1.000000     53.8000
     70.0000      5.0000    1.000000     57.8200
     75.0000      5.0000    1.000000     57.3200
     80.0000      5.0000    1.000000     55.6900
     85.0000      5.0000    1.000000     59.0800
     90.0000      5.0000    1.000000     50.4600
     95.0000      5.0000    1.000000     53.2900
    100.0000      5.0000    1.000000     50.1800
    105.0000      5.0000    1.000000     53.8100
    110.0000      5.0000    1.000000     47.1100
    115.0000      5.0000    1.000000     74.3200
    120.0000      5.0000    1.000000     59.3900
    125.0000      5.0000    1.000000     77.2400
    130.0000      5.0000    1.000000     71.7300
    135.0000      5.0000    1.000000     71.4700
    140.0000      5.0000    1.000000     76.4300
    145.0000      5.0000    1.000000     68.5800
    150.0000      5.0000    1.000000     81.4600
    155.0000      5.0000    1.000000     67.7500
    160.0000      5.0000    1.000000     71.5600
    165.0000      5.0000    1.000000     65.5200
    170.0000      5.0000    1.000000     67.7200
    175.0000      5.0000    1.000000     65.9200
    180.0000      5.0000    1.000000     73.9500
    185.0000      5.0000    1.000000     71.0600
    190.0000      5.0000    1.000000     83.5100
    195.0000      5.0000    1.000000     87.8900
    200.0000      5.0000    1.000000     95.5000
    205.0000      5.0000    1.000000     95.0100
    210.0000      5.0000    1.000000     96.3300
    215.0000      5.0000    1.000000     96.8500
    220.0000      5.0000    1.000000    100.1100
    225.0000      5.0000    1.000000     95.7600
    230.0000      5.0000    1.000000     87.9300
      0.0000      5.0000    2.000000     70.4400
      5.0000      5.0000    2.000000     62.5200
     10.0000      5.0000    2.000000     56.3900
     15.0000      5.0000    2.000000     67.3200
     20.0000      5.0000    2.000000     60.2000
     25.0000      5.0000    2.000000     50.8900
     30.0000      5.0000    2.000000     55.3200
     35.0000      5.0000    2.000000     53.6600
     40.0000      5.0000    2.000000     56.1200
     45.0000      5.0000    2.000000     53.2400
     50.0000      5.0000    2.000000     53.7400
     55.0000      5.0000    2.000000     59.1400
     60.0000      5.0000    2.000000     54.3200
     65.0000      5.0000    2.000000     55.9700
     70.0000      5.0000    2.000000     56.7900
     75.0000      5.0000    2.000000     57.3500
     80.0000      5.0000    2.000000     59.1700
     85.0000      5.0000    2.000000     53.5700
     90.0000      5.0000    2.000000     59.9300
     95.0000      5.0000    2.000000     56.9500
    100.0000      5.0000    2.000000     43.7300
    105.0000      5.0000    2.000000     46.2500
    110.0000      5.0000    2.000000     56.2200
    115.0000      5.0000    2.000000     48.5000
    120.0000      5.0000    2.000000     58.2600
    125.0000      5.0000    2.000000     62.0300
    130.0000      5.0000    2.000000     65.7500
    135.0000      5.0000    2.000000     63.6300
    140.0000      5.0000    2.000000     61.8100
    145.0000      5.0000    2.000000     72.7500
    150.0000      5.0000    2.000000     63.3400
    155.0000      5.0000    2.000000     62.9500
    160.0000      5.0000    2.000000     59.5200
    165.0000      5.0000    2.000000     56.4600
    170.0000      5.0000    2.000000     62.7200
    175.0000      5.0000    2.000000     65.7800
    180.0000      5.0000    2.000000     60.9300
    185.0000      5.0000    2.000000     66.1800
    190.0000      5.0000    2.000000     73.7000
    195.0000      5.0000    2.000000     81.0700
    200.0000      5.0000    2.000000     79.7100
    205.0000      5.0000    2.000000     78.1000
    210.0000      5.0000    2.000000     75.3000
    215.0000      5.0000    2.000000     82.1500
    220.0000      5.0000    2.000000     80.1000
      0.0000      5.0000    3.000000     57.1700
      5.0000      5.0000    3.000000     56.9600
     10.0000      5.0000    3.000000     65.8100
     15.0000      5.0000    3.000000     62.9000
     20.0000      5.0000    3.000000     54.5500
     25.0000      5.0000    3.000000     57.0300
     30.0000      5.0000    3.000000     57.7400
     35.0000      5.0000    3.000000     62.6100
     40.0000      5.0000    3.000000     60.3500
     45.0000      5.0000    3.000000     58.1900
     50.0000      5.0000    3.000000     62.1200
     55.0000      5.0000    3.000000     62.8600
     60.0000      5.0000    3.000000     56.6300
     65.0000      5.0000    3.000000     59.7000
