campusert02s
 3.00000
 7
 132
0
0
    0.000     3.000      1.00000    117.67
    3.000     3.000      1.00000     90.94
    6.000     3.000      1.00000     78.10
    9.000     3.000      1.00000     84.13
   12.000     3.000      1.00000     84.08
   15.000     3.000      1.00000     95.41
   18.000     3.000      1.00000    137.45
   21.000     3.000      1.00000    146.29
   24.000     3.000      1.00000    145.76
   27.000     3.000      1.00000    148.78
   30.000     3.000      1.00000    150.37
   33.000     3.000      1.00000    140.64
   36.000     3.000      1.00000    134.82
   39.000     3.000      1.00000    129.87
   42.000     3.000      1.00000    121.48
   45.000     3.000      1.00000    126.88
   48.000     3.000      1.00000    106.83
   51.000     3.000      1.00000    114.27
   54.000     3.000      1.00000     91.44
   57.000     3.000      1.00000     70.52
   60.000     3.000      1.00000     66.33
   63.000     3.000      1.00000     59.88
    0.000     3.000      2.00000     73.19
    3.000     3.000      2.00000     77.79
    6.000     3.000      2.00000     94.69
    9.000     3.000      2.00000     85.54
   12.000     3.000      2.00000    102.17
   15.000     3.000      2.00000    166.31
   18.000     3.000      2.00000    181.46
   21.000     3.000      2.00000    171.22
   24.000     3.000      2.00000    179.96
   27.000     3.000      2.00000    205.80
   30.000     3.000      2.00000    206.21
   33.000     3.000      2.00000    197.43
   36.000     3.000      2.00000    185.44
   39.000     3.000      2.00000    179.30
   42.000     3.000      2.00000    163.06
   45.000     3.000      2.00000    137.25
   48.000     3.000      2.00000    155.62
   51.000     3.000      2.00000    124.96
   54.000     3.000      2.00000     83.22
   57.000     3.000      2.00000     71.93
    0.000     3.000      3.00000     78.10
    3.000     3.000      3.00000     93.19
    6.000     3.000      3.00000     92.71
    9.000     3.000      3.00000    109.00
   12.000     3.000      3.00000    175.64
   15.000     3.000      3.00000    205.08
   18.000     3.000      3.00000    182.23
   21.000     3.000      3.00000    171.12
   24.000     3.000      3.00000    216.30
   27.000     3.000      3.00000    231.36
   30.000     3.000      3.00000    227.05
   33.000     3.000      3.00000    210.82
   36.000     3.000      3.00000    182.13
   39.000     3.000      3.00000    171.17
   42.000     3.000      3.00000    160.06
   45.000     3.000      3.00000    184.59
   48.000     3.000      3.00000    142.53
   51.000     3.000      3.00000     94.26
    0.000     3.000      4.00000     88.77
    3.000     3.000      4.00000     90.82
    6.000     3.000      4.00000    112.12
    9.000     3.000      4.00000    179.26
   12.000     3.000      4.00000    203.96
   15.000     3.000      4.00000    182.88
   18.000     3.000      4.00000    166.19
   21.000     3.000      4.00000    178.79
   24.000     3.000      4.00000    206.26
   27.000     3.000      4.00000    220.24
   30.000     3.000      4.00000    191.18
   33.000     3.000      4.00000    168.92
   36.000     3.000      4.00000    173.39
   39.000     3.000      4.00000    168.06
   42.000     3.000      4.00000    193.42
   45.000     3.000      4.00000    146.97
    0.000     3.000      5.00000     85.72
    3.000     3.000      5.00000    107.04
    6.000     3.000      5.00000    172.89
    9.000     3.000      5.00000    195.96
   12.000     3.000      5.00000    174.53
   15.000     3.000      5.00000    160.94
   18.000     3.000      5.00000    196.94
   21.000     3.000      5.00000    166.93
   24.000     3.000      5.00000    163.75
   27.000     3.000      5.00000    159.12
   30.000     3.000      5.00000    160.05
   33.000     3.000      5.00000    168.37
   36.000     3.000      5.00000    163.35
   39.000     3.000      5.00000    188.31
    0.000     3.000      6.00000     98.46
    3.000     3.000      6.00000    158.87
    6.000     3.000      6.00000    184.93
    9.000     3.000      6.00000    166.61
   12.000     3.000      6.00000    147.15
   15.000     3.000      6.00000    159.82
   18.000     3.000      6.00000    126.61
   21.000     3.000      6.00000    116.10
   24.000     3.000      6.00000    127.42
   27.000     3.000      6.00000    144.12
   30.000     3.000      6.00000    159.54
   33.000     3.000      6.00000    152.51
    0.000     3.000      7.00000    144.68
    3.000     3.000      7.00000    169.66
    6.000     3.000      7.00000    152.76
    9.000     3.000      7.00000    132.37
   12.000     3.000      7.00000    143.59
   15.000     3.000      7.00000    105.93
   18.000     3.000      7.00000     99.23
   21.000     3.000      7.00000    101.66
   24.000     3.000      7.00000    117.26
   27.000     3.000      7.00000    138.67
    0.000     3.000      8.00000    148.03
    3.000     3.000      8.00000    135.16
    6.000     3.000      8.00000    108.08
    9.000     3.000      8.00000    164.28
   12.000     3.000      8.00000     98.65
   15.000     3.000      8.00000     96.93
   18.000     3.000      8.00000     90.33
   21.000     3.000      8.00000     95.25
    0.000     3.000      9.00000    107.60
    3.000     3.000      9.00000     91.58
    6.000     3.000      9.00000    168.41
    9.000     3.000      9.00000     94.24
   12.000     3.000      9.00000     93.20
   15.000     3.000      9.00000     88.45
    0.000     3.000     10.00000     83.55
    3.000     3.000     10.00000    186.68
    6.000     3.000     10.00000     92.04
    9.000     3.000     10.00000     89.16
    0.000     3.000     11.00000    329.67
    3.000     3.000     11.00000     86.06
2
25
0.0 43.54791400002478
3.0 43.7960913608158
6.0 43.756808599233864
9.0 43.784359619215124
12.0 43.861913919238845
15.0 43.93599631876208
18.0 44.03974102004664
21.0 44.093929178119865
24.0 44.01165811479348
27.0 43.91811276668566
30.0 43.91940413781278
33.0 43.91283161162131
36.0 43.932790476850705
39.0 43.86898956898321
42.0 43.90306561241636
45.0 43.9179257705675
48.0 43.921163835926905
51.0 43.93447017342947
54.0 43.942935778955
57.0 43.93751855928613
60.0 43.86689368554391
63.0 43.98082045473089
66.0 44.046362843157254
69.0 44.04918698255322
72.0 44.038270704534604
0
